#chromosomeIndex	startPos	endPos	geneTypeIndex	geneId	cytobandIndices
1	19592476	19600688	8	211454	7
1	19609052	19615744	5	162482	7
1	19623574	19624397	7	270728	7
1	19630459	19638640	5	53371	7
1	19638820	19655794	5	40487	7
1	19665270	19812033	5	77549	7
1	19923471	19956315	5	173436	7
1	19923473	19984549	5	270136	7
1	19934608	19935062	7	226396	7
1	19967048	19984949	5	158747	7
1	19991780	20006055	5	158748	7
1	20008706	20126438	5	162542	7
1	20140522	20141771	5	178828	7
1	20209006	20239438	5	169914	7
1	20246502	20250110	5	188784	7
1	20301924	20306909	5	188257	7
1	20354672	20417683	5	127472	7;8
1	20438432	20446059	5	117215	8
1	20465819	20476879	5	158786	8
1	20480831	20487061	10	227066	8
1	20487746	20503917	5	187980	8
1	20512578	20522541	5	162543	8
1	20569588	20571148	10	228105	8
1	20598511	20601498	10	284710	8
1	20617412	20681387	5	158816	8
1	20687072	20757727	10	236963	8
1	20738797	20739746	10	226487	8
1	20802715	20805430	10	284641	8
1	20805272	20806890	10	284743	8
1	20808884	20812713	5	162545	8
1	20825941	20834654	5	90432	8
1	20852482	20853244	7	215520	8
1	20878932	20881503	5	183114	8
1	20915441	20945401	5	158825	8
1	20959948	20978004	5	158828	8
1	20978260	20988037	5	244038	8
1	20990507	21044510	5	117245	8
1	21019227	21020506	0	235432	8
1	21046225	21059330	5	189410	8
1	21069154	21113816	5	127483	8
1	21132785	21503381	5	75151	8
1	21314807	21314925	9	221808	8
1	21330043	21330427	7	233072	8
1	21400132	21400246	7	236073	8
1	21487968	21488574	7	235112	8
1	21503059	21503122	9	266867	8
1	21543740	21671997	5	117298	8
1	21724480	21724855	7	236216	8
1	21737953	21739786	0	228823	8
1	21742391	21743985	10	236009	8
1	21751118	21754460	0	227001	8
1	21754796	21756029	7	187952	8
1	21760811	21764051	0	186543	8
1	21766621	21811498	5	142794	8
1	21786249	21786575	7	176378	8
1	21835865	21904905	5	162551	8
1	21918904	21919041	9	221781	8
1	21922708	21995856	5	76864	8
1	22004791	22110099	5	90686	8
1	22094762	22095068	7	231978	8
1	22138758	22151714	5	187942	8
1	22148738	22263790	5	142798	8
1	22234591	22235073	7	232037	8
1	22277172	22283364	28	283234	8
1	22303514	22325135	5	219073	8
1	22328149	22339032	5	142789	8
1	22350483	22352541	10	228397	8
1	22351051	22357716	2	218510	8
1	22379120	22419439	5	70831	8
1	22394833	22395320	7	271428	8
1	22427106	22427853	10	271840	8
1	22443798	22470462	5	162552	8
1	22592732	22592793	9	266564	8
1	22649333	22649824	7	234397	8
1	22778344	22857650	5	184677	8
1	22890057	22930087	5	70886	8
1	22962999	22966101	5	173372	8
1	22970123	22974603	5	159189	8
1	22979255	22988031	5	173369	8
1	23037332	23247993	5	133216	8
1	23046010	23046091	9	265422	8
1	23075310	23075404	9	216157	8
1	23189652	23189719	9	264014	8
1	23279536	23291831	5	215906	8
1	23337327	23342343	5	227868	8
1	23345941	23410182	5	4487	8
1	23370798	23370865	9	263793	8
1	23384351	23384427	9	266802	8
1	23410516	23504301	5	169641	8
1	23466818	23467635	7	229010	8
1	23518388	23521222	5	179546	8
1	23571258	23571717	7	215381	8
1	23607802	23613245	10	261326	8
1	23624290	23629359	10	284726	8
1	23630264	23670829	5	125944	8
1	23685941	23695935	5	125945	8
1	23704873	23705522	10	271420	8
1	23707554	23751233	5	204219	8
1	23737325	23738639	7	232482	8
1	23755056	23811061	5	88280	8
1	23832922	23857712	5	7968	8
1	23875630	23877406	10	235052	8
1	23884409	23886285	5	117318	8
1	23907985	23967058	5	197880	9
1	23996784	24006749	0	229239	9
1	24018269	24022915	5	142676	9
1	24069645	24088549	5	11007	9
1	24104895	24114722	5	57757	9
1	24117460	24122029	5	11009	9
1	24122089	24127294	5	117308	9
1	24128375	24165110	5	117305	9
1	24171567	24194784	5	179163	9
1	24197016	24239852	5	188822	9
1	24227961	24229227	7	229106	9
1	24255560	24255637	9	264926	9
1	24275506	24275873	7	230228	9
1	24285599	24289952	5	189266	9
1	24291294	24307417	5	188529	9
1	24334371	24335009	7	215905	9
1	24382525	24438665	5	142661	9
1	24446261	24469611	5	142677	9
1	24480647	24514449	5	185436	9
1	24526730	24538183	10	230023	9
1	24554407	24554520	9	221032	9
1	24606257	24606345	9	266511	9
1	24645812	24690972	5	158055	9
1	24683489	24743424	5	1460	9
1	24742284	24799466	5	1461	9
1	24828841	24867530	5	117602	9
1	24865292	24882515	10	264443	9
1	24882602	24935819	5	184454	9
1	24890118	24890465	7	227312	9
1	24958207	24999758	5	133226	9
1	25031385	25044087	10	284699	9
1	25071848	25170815	5	169504	9
1	25226002	25291612	5	20633	9
1	25294914	25297356	10	261025	9
1	25349994	25350077	9	264371	9
1	25370198	25439611	10	233755	9
1	25451544	25451945	7	233419	9
1	25549170	25558993	5	117614	9
1	25565985	25566744	10	284657	9
1	25568728	25664704	5	117616	9
1	25574328	25574812	10	272432	9
1	25592593	25593627	0	261349	9
1	25598884	25656936	5	187010	9
1	25620655	25621134	7	224183	9
1	25662920	25663956	0	259984	9
1	25664408	25688852	5	183726	9
1	25688740	25756683	5	188672	9
1	25725212	25725689	7	238084	9
1	25732722	25732780	9	266468	9
1	25757349	25826700	5	204178	9
1	25870071	25895377	5	157978	9
1	25907969	25916847	10	225643	9
1	25943959	26112698	5	117643	9
1	26126667	26144715	5	162430	9
1	26137961	26150235	5	255054	9
1	26145131	26159433	5	117640	9
1	26158404	26185949	5	127423	9
1	26187701	26197744	5	182749	9
1	26210672	26233482	5	117632	9
1	26213851	26214101	7	229786	9
1	26215461	26215600	7	223624	9
1	26232853	26232945	9	264021	9
1	26238240	26238313	9	266763	9
1	26286258	26324648	5	158006	9
1	26346375	26362955	5	158008	9
1	26363743	26372624	5	158014	9
1	26377795	26394927	5	158022	9
1	26398069	26398168	9	265320	9
1	26437656	26452034	5	175087	9
1	26485511	26490453	5	197245	9
1	26490652	26495072	5	282872	9
1	26496007	26498312	5	236782	9
1	26496362	26497364	5	142684	9
1	26503894	26516377	5	142675	9
1	26517052	26529459	5	188782	9
1	26536232	26556331	1	236155	9
1	26545072	26546967	0	278572	9
1	26560644	26605529	5	130695	9
1	26589532	26589889	7	270733	9
1	26605667	26608013	5	142669	9
1	26607819	26644854	5	158062	9
1	26644448	26647014	5	169442	9
1	26648350	26686543	5	176092	9
1	26653179	26653524	7	225854	9
1	26688125	26701013	5	176083	9
1	26737269	26756213	5	131914	9
1	26758773	26797785	5	117682	9
1	26781144	26781678	7	223583	9
1	26798941	26802463	5	198830	9
1	26845845	26846741	7	224129	9
1	26856252	26901521	5	117676	9
1	26881033	26881084	9	238705	9
1	26966868	26967105	7	229247	9
1	26973938	26974172	7	235069	9
1	27019727	27108595	5	117713	9
1	27113963	27124889	5	60642	9
1	27153201	27184093	5	204160	9
1	27189629	27190948	5	175793	9
1	27202624	27216788	5	142751	9
1	27216979	27226957	5	198746	9
1	27226729	27273353	5	90273	9
1	27237980	27240457	5	131910	9
1	27276053	27286897	5	175707	9
1	27306656	27307466	0	172746	9
1	27310119	27310515	7	224064	9
1	27312388	27312831	7	225294	9
1	27320198	27327389	5	253368	9
1	27331511	27339327	5	158246	9
1	27425306	27493472	5	90020	9
1	27503242	27503768	7	229985	9
1	27527325	27527964	7	214973	9
1	27533421	27534287	7	225159	9
1	27537756	27537975	7	225990	9
1	27561007	27635124	5	142784	9
1	27637731	27638329	7	243659	9
1	27648636	27662891	5	186501	9
1	27651820	27652287	7	241547	9
1	27668511	27680428	5	142765	9
1	27681675	27693383	5	142733	9
1	27695603	27701315	5	142748	9
1	27705666	27709870	5	174950	9
1	27715972	27716649	7	231207	9
1	27719148	27722318	5	181773	9
1	27730730	27816669	5	158195	9
1	27783709	27786093	10	241169	9
1	27860546	27930942	5	126705	9
1	27938575	27961788	5	938	9
1	27975930	27976121	7	235912	9
1	27986839	27989233	10	233975	9
1	27992572	27998729	5	126709	9
1	28013321	28013982	7	226662	10
1	28052490	28089633	5	9780	10
1	28065602	28065950	7	231344	10
1	28066465	28067140	7	230833	10
1	28099694	28150963	5	117758	10
1	28157289	28178187	5	117751	10
1	28177085	28177255	5	268552	10
1	28199054	28213196	5	130775	10
1	28218035	28241257	5	117748	10
1	28261504	28285668	5	130768	10
1	28285973	28294607	5	158156	10
1	28296855	28415207	5	158161	10
1	28316669	28317035	7	238231	10
1	28422253	28422933	7	228589	10
1	28436250	28436809	7	228943	10
1	28446960	28447832	7	214812	10
1	28473677	28520447	5	169403	10
1	28525967	28559536	5	126698	10
1	28527013	28527152	5	215902	10
1	28527070	28527419	5	269804	10
1	28562620	28573417	5	130770	10
1	28573655	28574079	10	271398	10
1	28586038	28609002	5	130766	10
1	28655513	28662478	5	130772	10
1	28696093	28826881	5	204138	10
1	28780052	28780445	7	229820	10
1	28832455	28865812	5	180198	10
1	28852830	28853739	7	231468	10
1	28879597	28905057	5	180098	10
1	28915835	28969597	5	120656	10
1	28918712	28921955	5	188060	10
1	28969740	28975093	10	229388	10
1	28975112	28975242	10	270103	10
1	28995244	29045865	5	162419	10
1	29063133	29096287	5	198492	10
1	29138654	29197779	5	116329	10
1	29194087	29197779	10	226852	10
1	29213603	29446558	5	159023	10
1	29308790	29309120	7	225616	10
1	29445940	29450447	5	253304	10
1	29471006	29473506	10	225750	10
1	29474255	29508499	5	116350	10
1	29519385	29557454	5	116353	10
1	29563028	29653325	5	60656	10
1	29580054	29580195	9	221550	10
1	29656132	29676626	10	230523	10
1	29758993	29759074	9	266678	10
1	29814705	29823405	0	225011	10
1	30117392	30117525	9	221126	10
1	30181698	30182394	10	228176	10
1	30228022	30263444	10	284676	11
1	30357749	30357852	9	222787	11
1	30377712	30378204	7	270927	11
1	30486799	30510459	10	233399	11
1	30613110	30614454	10	233372	11
1	30699370	30699462	7	231251	11
1	30882407	30884485	10	236335	11
1	30888672	30893955	10	231949	11
1	31184124	31196434	5	162510	11
1	31205316	31230667	5	162511	11
1	31212003	31212079	9	264773	11
1	31283225	31288400	10	229607	11
1	31297075	31307278	10	223382	11
1	31342314	31381608	5	162512	11
1	31404353	31538838	5	134644	11
1	31509581	31510087	7	237329	11
1	31523719	31523881	7	232768	11
1	31567834	31568405	7	215900	11
1	31581035	31581470	7	225142	11
1	31652592	31712401	5	84628	11
1	31732415	31769629	5	60688	11
1	31736092	31736528	7	229447	11
1	31769829	31837800	5	121766	11
1	31838472	31849697	5	121769	11
1	31882412	31907527	5	168528	11
1	31902192	31902614	5	268950	11
1	31960436	31961777	7	215899	11
1	31971841	31974167	10	228682	11
1	32042086	32053287	5	142910	11
1	32083287	32098119	5	121764	11
1	32095463	32110497	5	162517	11
1	32117848	32169920	5	84636	11
1	32192718	32230494	5	121753	11
1	32224261	32224336	9	266580	11
1	32256023	32281652	5	134668	11
1	32307620	32321169	10	203620	11
1	32317514	32387442	10	269967	11
1	32372022	32410457	5	184007	11;12
1	32379174	32380745	5	212673	11
1	32398621	32399576	10	228634	11
1	32437790	32452635	10	284702	12
1	32479430	32526451	5	121774	12
1	32537632	32568467	5	121775	12
1	32552550	32552608	9	266203	12
1	32573639	32642169	5	25800	12
1	32645287	32663886	5	84652	12
1	32665987	32670988	5	160050	12
1	32671262	32674288	5	160051	12
1	32674695	32681797	5	222046	12
1	32680073	32687960	5	160055	12
1	32687529	32697205	5	84623	12
1	32697259	32707221	1	220785	12
1	32712834	32714457	5	183615	12
1	32716840	32751766	5	182866	12
1	32757687	32799236	5	116478	12
1	32799433	32801980	5	175130	12
1	32814795	32816264	10	233775	12
