#chromosomeIndex	startPos	endPos	geneTypeIndex	geneId
1	1603429	1605836	2	269737
1	1631381	1633221	0	215914
1	1634169	1655763	5	8128
1	1655951	1668690	2	227775
1	1656277	1677431	5	215790
1	1682671	1711896	5	8130
1	1716724	1822556	5	78369
1	1846266	1848735	5	169885
1	1849029	1850712	5	178821
1	1853390	1935276	5	142609
1	1950737	1962197	5	187730
1	1981909	2116834	5	67606
1	2115900	2144159	5	162585
1	2121237	2123179	5	269554
1	2143360	2145620	5	203301
1	2143962	2152177	10	234396
1	2160134	2241558	5	157933
1	2252692	2323146	5	116151
1	2258581	2259042	5	269753
1	2281853	2284259	2	269896
1	2323214	2336883	5	157916
1	2335403	2345236	5	157911
1	2357419	2436969	5	149527
1	2439972	2458067	5	157881
1	2460184	2461684	5	197921
1	2477904	2478899	10	272449
1	2487078	2496821	5	157873
1	2512999	2515972	10	228037
1	2517930	2522908	5	157870
1	2522078	2564429	5	142606
1	2567415	2718282	5	215912
1	2728415	2729257	10	233234
1	2730997	2731563	10	231630
1	2877223	2885272	10	284745
1	2938047	2939467	5	169717
1	2985732	3355185	5	142611
1	3223200	3226660	10	272235
1	3370990	3397677	5	130762
1	3403810	3404191	10	272088
1	3406484	3528059	5	162591
1	3477259	3477354	9	207776
1	3541566	3546691	5	158109
1	3547331	3569325	5	116213
1	3569084	3652765	5	78900
1	3652165	3663900	28	227372
1	3663024	3688209	5	162592
1	3689352	3692546	5	235169
1	3695122	3713068	5	130764
1	3728645	3773778	5	116198
1	3773831	3801993	5	169598
1	3800628	3800697	9	264428
1	3805689	3816857	5	198912
1	3816936	3833789	10	236423
1	4000625	4015322	10	233304
1	4004607	4009040	10	226374
1	4036193	4072759	10	284668
1	4072981	4079568	10	284703
1	4235588	4235959	7	229280
1	4472087	4484749	10	235054
1	4539191	4544435	10	284694
1	4611795	4612205	10	227169
1	4631541	4654069	10	232596
1	4714792	4852594	5	196581
1	5024014	5033358	10	284739
1	5033441	5041628	10	284674
1	5146519	5150959	10	231510
1	5361988	5367454	10	284616
1	5538796	5553117	10	284692
1	5540847	5542088	10	284666
1	5553038	5554734	10	260972
1	5614807	5614941	0	283356
1	5621769	5728355	10	236948
1	5624131	5624203	9	264341
1	5875931	5876019	9	216045
1	5922732	5922801	9	264101
1	5922871	6052533	5	131697
1	5953899	5953984	9	266687
1	6051526	6161253	5	69424
1	6100630	6101399	5	268332
1	6161853	6240183	5	116254
1	6241329	6269449	5	116251
1	6265535	6281359	5	158286
1	6281253	6296032	5	116237
1	6296300	6299504	10	225077
1	6304252	6305638	5	173673
1	6307406	6321035	5	158292
1	6324329	6454451	5	97021
1	6472478	6484730	5	69812
1	6484848	6521430	5	187017
1	6489894	6489956	9	265392
1	6521211	6526255	5	215788
1	6526152	6580121	5	171680
1	6581407	6614595	5	162408
1	6607965	6608679	7	229519
1	6615241	6639817	5	173662
1	6640061	6649340	5	204859
1	6650784	6674667	5	162413
1	6673745	6684093	5	116273
1	6684926	6695646	5	41988
1	6694228	6761984	5	7923
1	6784697	6790072	10	228750
1	6828014	6830098	10	284744
1	6845384	7829766	5	171735
1	6894393	6894678	7	227950
1	7753184	7754904	10	270171
1	7758363	7758932	10	270035
1	7760764	7761030	10	269978
1	7831329	7841492	5	49245
1	7844380	7905237	5	49246
1	7903143	7913572	5	49247
1	7975954	8003225	5	49249
1	8002432	8002786	7	270330
1	8014351	8045565	5	116288
1	8058247	8059994	10	284716
1	8064464	8086368	5	116285
1	8086798	8182762	10	238290
1	8117305	8118523	7	232848
1	8249884	8252830	7	229305
1	8262489	8275270	10	227634
1	8278250	8280589	10	233645
1	8377886	8404227	5	162426
1	8412457	8877702	5	142599
1	8572712	8573080	7	270282
1	8810489	8811146	7	234619
1	8846270	8846972	7	224315
1	8858534	8859565	0	226545
1	8865919	8867110	10	228423
1	8891066	8891434	7	229716
1	8921061	8939308	5	74800
1	8953468	8954210	7	238249
1	8967452	8967803	7	232208
1	8969801	8969963	7	232663
1	9005926	9035151	5	131686
1	9063359	9086404	5	197241
1	9095166	9148537	5	142583
1	9160364	9189229	5	180758
1	9208070	9257042	10	228526
1	9211727	9211836	9	207865
1	9242063	9256343	10	234546
1	9257202	9258965	10	281937
1	9294834	9331396	5	49239
1	9338450	9338592	9	252841
1	9352939	9429591	5	171621
1	9481157	9482921	10	284652
1	9485153	9500623	10	284693
1	9561151	9563530	10	235263
1	9599541	9645237	5	171612
1	9636485	9637043	7	231181
1	9648980	9674931	5	188807
1	9711790	9789172	5	171608
1	9720886	9722684	7	233268
1	9789084	9884584	5	171603
1	9840880	9841298	7	271264
1	9908334	9970394	5	178585
1	9982171	10003465	5	162441
1	10003486	10045559	5	173614
1	10027439	10027516	9	265521
1	10057264	10076078	5	162444
1	10092890	10241297	5	130939
1	10114503	10114839	7	224340
1	10118729	10119706	7	233623
1	10270863	10441661	5	54523
1	10287776	10287861	9	264881
1	10441964	10447207	10	284735
1	10455473	10457489	10	284642
1	10458649	10480201	5	142657
1	10490159	10512210	5	251503
1	10490500	10502866	5	175279
1	10509776	10511959	5	241563
1	10516579	10532583	5	160049
1	10532345	10690815	5	142655
1	10696661	10856707	5	130940
1	10955818	10956055	7	225158
1	11006528	11042094	5	175262
1	11051035	11051854	7	215785
1	11058233	11058320	9	264181
1	11072401	11086477	5	120948
1	11072719	11090585	5	277726
1	11086580	11107290	5	9724
1	11114641	11120081	5	116649
1	11126675	11159938	5	171824
1	11166592	11322564	5	198793
1	11249398	11256038	5	171819
1	11293020	11293169	7	238173
1	11333263	11356106	5	120942
1	11338673	11339408	7	238199
1	11371791	11379150	10	284646
1	11485314	11485878	7	224338
1	11539223	11597641	5	204624
1	11669588	11673412	10	235643
1	11697075	11715842	5	116661
1	11714432	11723384	5	132879
1	11724181	11734411	5	116663
1	11734537	11751707	5	116670
1	11751786	11785914	5	162490
1	11796141	11814859	5	177674
1	11821844	11849642	5	215910
1	11845780	11866977	5	177000
1	11866153	11903201	5	11021
1	11905766	11908402	5	175206
1	11917521	11918988	5	120937
1	11937827	11940463	7	224904
1	11979648	11986485	5	116685
1	11994262	12035595	5	83444
1	12040238	12073571	5	116688
1	12077273	12077365	7	270914
1	12079523	12092102	5	116691
1	12123434	12204264	5	120949
1	12140350	12140604	7	227875
1	12227060	12269285	5	28137
1	12251770	12251830	9	263676
1	12280851	12281166	7	225196
1	12290124	12572099	5	48707
1	12587766	12588462	10	229484
1	12627939	12677737	5	162496
1	12678906	12679250	10	272482
1	12704566	12727097	5	204518
1	12752925	12753036	7	226166
1	12776118	12788726	5	188984
1	12806163	12823847	5	157330
1	12834984	12838049	5	116726
1	12851546	12856777	5	116721
1	12882549	12883022	10	228338
1	12884468	12891264	5	204513
1	12897978	12901210	0	231103
1	12907261	12908578	5	179172
1	12916941	12921764	5	120952
1	12939045	12946025	5	243073
1	12952727	12958101	5	187545
1	12976430	12980302	5	204510
1	12985990	12988081	0	234064
1	12998302	13007406	5	232423
1	13035543	13038381	5	204508
1	13052394	13052998	5	239810
1	13146777	13147256	10	233336
1	13162650	13165443	0	277862
1	13171871	13173157	0	236179
1	13182968	13184326	5	275774
1	13182991	13183872	5	179412
1	13216356	13219581	5	229571
1	13328196	13331692	5	204503
1	13359819	13369057	5	204502
1	13379149	13381237	0	231219
1	13386646	13390765	5	182330
1	13421176	13428191	5	204501
1	13429634	13430113	10	228229
1	13447556	13452656	5	279169
1	13448050	13450861	0	274178
1	13474689	13477522	5	204491
1	13495254	13498260	5	204488
1	13516066	13526943	5	204486
1	13641973	13648988	5	157358
1	13668411	13673511	5	204481
1	13695525	13698151	5	204480
1	13716092	13719089	5	204479
1	13736907	13747803	5	204478
1	13801445	13840543	5	162494
1	13881496	13882189	7	215909
1	13909960	13944452	5	162493
1	13950397	13950497	9	266358
1	13983806	13986405	10	237445
1	14026693	14151574	5	116731
1	14219287	15444539	5	189337
1	14548386	14549613	10	231606
1	14675450	14718071	10	234593
1	15018625	15019109	7	235829
1	15479028	15546976	5	171729
1	15490840	15497813	10	204464
1	15518324	15519341	7	215720
1	15552869	15554045	7	278480
1	15573768	15726779	5	142621
1	15729475	15735929	10	228140
1	15736391	15756839	5	142634
1	15764935	15775737	5	162438
1	15783223	15798586	5	142615
1	15792404	15817895	5	215704
1	15817327	15853029	5	132906
1	15853308	15918874	5	116138
1	15898848	15911605	5	116771
1	15931092	15931538	7	235084
1	15941138	15941362	7	236500
1	15943995	15995539	5	197312
1	15986364	15988217	5	215695
1	16009368	16009623	10	271742
1	16010827	16061264	5	116786
1	16010967	16011053	9	264048
1	16062900	16067891	5	162461
1	16068917	16074477	5	162460
1	16083102	16113089	5	162458
1	16119291	16119780	7	224321
1	16133664	16135843	5	233954
1	16154727	16155164	7	178715
1	16174359	16266955	5	65526
1	16244193	16244403	0	270620
1	16268364	16302627	5	116809
1	16296127	16296689	7	234607
1	16314677	16314936	0	231353
1	16315635	16315870	7	275503
1	16316366	16321246	0	224966
1	16330731	16335302	5	183888
1	16340523	16346089	5	173641
1	16345370	16360545	5	186510
1	16361673	16366524	0	232456
1	16370231	16383803	5	184908
1	16384264	16400127	5	185519
1	16450832	16482582	5	142627
1	16524349	16539104	5	142632
1	16542404	16554522	1	237276
1	16555368	16556038	5	204377
1	16558195	16563657	5	132881
1	16567708	16567893	7	233929
1	16573334	16678949	5	37637
1	16679070	16724640	5	55070
1	16695645	16696025	7	226457
1	16713612	16763919	5	187144
1	16767167	16786573	5	157191
1	16787443	16794976	10	226029
1	16793931	16825752	1	80947
1	16841140	16842249	10	261135
1	16847189	16848291	10	224174
1	16860381	16862667	10	233421
1	16865561	16866070	5	268674
1	16875146	16879026	0	225710
1	16875409	16875482	9	266584
1	16888814	16940057	5	219481
1	16943886	16944224	10	271732
1	16944748	16983727	1	215908
1	16969262	16969604	1	283773
1	16972117	16976784	0	186301
1	16983374	16994019	10	282143
1	16999498	17000007	5	237847
1	17007750	17007823	9	264742
1	17012116	17012550	7	236698
1	17013834	17046652	1	268869
1	17028041	17032089	10	279151
1	17060447	17060956	5	268991
1	17066433	17077084	10	282740
1	17066768	17299474	5	58453
1	17066775	17077463	1	227684
1	17081405	17096732	1	186715
1	17177752	17179624	10	223643
1	17181902	17185779	0	230239
1	17185444	17185516	9	263811
1	17197440	17200587	10	228549
1	17215033	17216144	10	238142
1	17215590	17216097	7	235241
1	17230834	17231271	10	272426
1	17300997	17307330	5	117122
1	17312453	17338423	5	159363
1	17345217	17380665	5	117118
1	17393256	17445930	5	117115
1	17516278	17524112	10	204362
1	17519727	17528228	10	282843
1	17531621	17572500	5	142623
1	17575593	17610728	5	142619
1	17604384	17604470	9	266634
1	17634690	17690499	5	159339
1	17655507	17676070	5	269468
1	17698691	17728195	5	276747
1	17733256	17766220	5	179051
1	17740127	17740190	9	266727
1	17866330	18024369	5	74964
1	18044182	18076473	10	236648
1	18081808	18153558	5	117148
1	18342206	18372106	10	284653
1	18392151	18400906	10	261781
1	18434240	18704977	5	117154
1	18712323	18715008	10	225387
1	18807476	18812620	5	179023
1	18839612	18839877	7	235282
1	18921908	18922130	7	225478
1	18957500	19075360	5	9709
1	19166093	19186176	5	179002
1	19175767	19247615	5	255275
1	19197924	19229275	5	159423
1	19209696	19209769	9	265606
1	19223565	19223642	9	221662
1	19230775	19283180	5	169991
1	19401000	19536770	5	127481
1	19410046	19410145	9	266098
1	19542158	19578046	5	127463
1	19578033	19586622	5	53372
1	19592476	19600688	8	211454
1	19609052	19615744	5	162482
1	19623574	19624397	7	270728
1	19630459	19638640	5	53371
1	19638820	19655794	5	40487
1	19665270	19812033	5	77549
1	19923471	19956315	5	173436
1	19923473	19984549	5	270136
1	19934608	19935062	7	226396
1	19967048	19984949	5	158747
1	19991780	20006055	5	158748
1	20008706	20126438	5	162542
1	20140522	20141771	5	178828
1	20209006	20239438	5	169914
1	20246502	20250110	5	188784
1	20301924	20306909	5	188257
1	20354672	20417683	5	127472
1	20438432	20446059	5	117215
1	20465819	20476879	5	158786
1	20480831	20487061	10	227066
1	20487746	20503917	5	187980
1	20512578	20522541	5	162543
1	20569588	20571148	10	228105
1	20598511	20601498	10	284710
1	20617412	20681387	5	158816
1	20687072	20757727	10	236963
1	20738797	20739746	10	226487
1	20802715	20805430	10	284641
1	20805272	20806890	10	284743
1	20808884	20812713	5	162545
1	20825941	20834654	5	90432
1	20852482	20853244	7	215520
1	20878932	20881503	5	183114
1	20915441	20945401	5	158825
1	20959948	20978004	5	158828
1	20978260	20988037	5	244038
1	20990507	21044510	5	117245
1	21019227	21020506	0	235432
1	21046225	21059330	5	189410
1	21069154	21113816	5	127483
1	21132785	21503381	5	75151
1	21314807	21314925	9	221808
1	21330043	21330427	7	233072
1	21400132	21400246	7	236073
1	21487968	21488574	7	235112
1	21503059	21503122	9	266867
1	21543740	21671997	5	117298
1	21724480	21724855	7	236216
1	21737953	21739786	0	228823
1	21742391	21743985	10	236009
1	21751118	21754460	0	227001
1	21754796	21756029	7	187952
1	21760811	21764051	0	186543
1	21766621	21811498	5	142794
1	21786249	21786575	7	176378
1	21835865	21904905	5	162551
1	21918904	21919041	9	221781
1	21922708	21995856	5	76864
1	22004791	22110099	5	90686
1	22094762	22095068	7	231978
1	22138758	22151714	5	187942
1	22148738	22263790	5	142798
1	22234591	22235073	7	232037
1	22277172	22283364	28	283234
1	22303514	22325135	5	219073
1	22328149	22339032	5	142789
1	22350483	22352541	10	228397
1	22351051	22357716	2	218510
1	22379120	22419439	5	70831
1	22394833	22395320	7	271428
1	22427106	22427853	10	271840
1	22443798	22470462	5	162552
1	22592732	22592793	9	266564
1	22649333	22649824	7	234397
1	22778344	22857650	5	184677
1	22890057	22930087	5	70886
1	22962999	22966101	5	173372
1	22970123	22974603	5	159189
1	22979255	22988031	5	173369
1	23037332	23247993	5	133216
1	23046010	23046091	9	265422
1	23075310	23075404	9	216157
1	23189652	23189719	9	264014
1	23279536	23291831	5	215906
1	23337327	23342343	5	227868
1	23345941	23410182	5	4487
1	23370798	23370865	9	263793
1	23384351	23384427	9	266802
1	23410516	23504301	5	169641
1	23466818	23467635	7	229010
1	23518388	23521222	5	179546
1	23571258	23571717	7	215381
1	23607802	23613245	10	261326
1	23624290	23629359	10	284726
1	23630264	23670829	5	125944
1	23685941	23695935	5	125945
1	23704873	23705522	10	271420
1	23707554	23751233	5	204219
1	23737325	23738639	7	232482
1	23755056	23811061	5	88280
1	23832922	23857712	5	7968
1	23875630	23877406	10	235052
1	23884409	23886285	5	117318
1	23907985	23967058	5	197880
1	23996784	24006749	0	229239
1	24018269	24022915	5	142676
1	24069645	24088549	5	11007
1	24104895	24114722	5	57757
1	24117460	24122029	5	11009
1	24122089	24127294	5	117308
1	24128375	24165110	5	117305
1	24171567	24194784	5	179163
1	24197016	24239852	5	188822
1	24227961	24229227	7	229106
1	24255560	24255637	9	264926
1	24275506	24275873	7	230228
1	24285599	24289952	5	189266
1	24291294	24307417	5	188529
1	24334371	24335009	7	215905
1	24382525	24438665	5	142661
1	24446261	24469611	5	142677
1	24480647	24514449	5	185436
1	24526730	24538183	10	230023
1	24554407	24554520	9	221032
1	24606257	24606345	9	266511
1	24645812	24690972	5	158055
1	24683489	24743424	5	1460
1	24742284	24799466	5	1461
1	24828841	24867530	5	117602
1	24865292	24882515	10	264443
1	24882602	24935819	5	184454
1	24890118	24890465	7	227312
1	24958207	24999758	5	133226
1	25031385	25044087	10	284699
1	25071848	25170815	5	169504
1	25226002	25291612	5	20633
1	25294914	25297356	10	261025
1	25349994	25350077	9	264371
1	25370198	25439611	10	233755
1	25451544	25451945	7	233419
1	25549170	25558993	5	117614
1	25565985	25566744	10	284657
1	25568728	25664704	5	117616
1	25574328	25574812	10	272432
1	25592593	25593627	0	261349
1	25598884	25656936	5	187010
1	25620655	25621134	7	224183
1	25662920	25663956	0	259984
1	25664408	25688852	5	183726
1	25688740	25756683	5	188672
1	25725212	25725689	7	238084
1	25732722	25732780	9	266468
1	25757349	25826700	5	204178
1	25870071	25895377	5	157978
1	25907969	25916847	10	225643
1	25943959	26112698	5	117643
1	26126667	26144715	5	162430
1	26137961	26150235	5	255054
1	26145131	26159433	5	117640
1	26158404	26185949	5	127423
1	26187701	26197744	5	182749
1	26210672	26233482	5	117632
1	26213851	26214101	7	229786
1	26215461	26215600	7	223624
1	26232853	26232945	9	264021
1	26238240	26238313	9	266763
1	26286258	26324648	5	158006
1	26346375	26362955	5	158008
1	26363743	26372624	5	158014
1	26377795	26394927	5	158022
1	26398069	26398168	9	265320
1	26437656	26452034	5	175087
1	26485511	26490453	5	197245
1	26490652	26495072	5	282872
1	26496007	26498312	5	236782
1	26496362	26497364	5	142684
1	26503894	26516377	5	142675
1	26517052	26529459	5	188782
1	26536232	26556331	1	236155
1	26545072	26546967	0	278572
1	26560644	26605529	5	130695
1	26589532	26589889	7	270733
1	26605667	26608013	5	142669
1	26607819	26644854	5	158062
1	26644448	26647014	5	169442
1	26648350	26686543	5	176092
1	26653179	26653524	7	225854
1	26688125	26701013	5	176083
1	26737269	26756213	5	131914
1	26758773	26797785	5	117682
1	26781144	26781678	7	223583
1	26798941	26802463	5	198830
1	26845845	26846741	7	224129
1	26856252	26901521	5	117676
1	26881033	26881084	9	238705
1	26966868	26967105	7	229247
1	26973938	26974172	7	235069
1	27019727	27108595	5	117713
1	27113963	27124889	5	60642
1	27153201	27184093	5	204160
1	27189629	27190948	5	175793
1	27202624	27216788	5	142751
1	27216979	27226957	5	198746
1	27226729	27273353	5	90273
1	27237980	27240457	5	131910
1	27276053	27286897	5	175707
1	27306656	27307466	0	172746
1	27310119	27310515	7	224064
1	27312388	27312831	7	225294
1	27320198	27327389	5	253368
1	27331511	27339327	5	158246
1	27425306	27493472	5	90020
1	27503242	27503768	7	229985
1	27527325	27527964	7	214973
1	27533421	27534287	7	225159
1	27537756	27537975	7	225990
1	27561007	27635124	5	142784
1	27637731	27638329	7	243659
1	27648636	27662891	5	186501
1	27651820	27652287	7	241547
1	27668511	27680428	5	142765
1	27681675	27693383	5	142733
1	27695603	27701315	5	142748
1	27705666	27709870	5	174950
1	27715972	27716649	7	231207
1	27719148	27722318	5	181773
1	27730730	27816669	5	158195
1	27783709	27786093	10	241169
1	27860546	27930942	5	126705
1	27938575	27961788	5	938
1	27975930	27976121	7	235912
1	27986839	27989233	10	233975
1	27992572	27998729	5	126709
1	28013321	28013982	7	226662
1	28052490	28089633	5	9780
1	28065602	28065950	7	231344
1	28066465	28067140	7	230833
1	28099694	28150963	5	117758
1	28157289	28178187	5	117751
1	28177085	28177255	5	268552
1	28199054	28213196	5	130775
1	28218035	28241257	5	117748
1	28261504	28285668	5	130768
1	28285973	28294607	5	158156
1	28296855	28415207	5	158161
1	28316669	28317035	7	238231
1	28422253	28422933	7	228589
1	28436250	28436809	7	228943
1	28446960	28447832	7	214812
1	28473677	28520447	5	169403
1	28525967	28559536	5	126698
1	28527013	28527152	5	215902
1	28527070	28527419	5	269804
1	28562620	28573417	5	130770
1	28573655	28574079	10	271398
1	28586038	28609002	5	130766
1	28655513	28662478	5	130772
1	28696093	28826881	5	204138
1	28780052	28780445	7	229820
1	28832455	28865812	5	180198
1	28852830	28853739	7	231468
1	28879597	28905057	5	180098
1	28915835	28969597	5	120656
1	28918712	28921955	5	188060
1	28969740	28975093	10	229388
1	28975112	28975242	10	270103
1	28995244	29045865	5	162419
1	29063133	29096287	5	198492
1	29138654	29197779	5	116329
1	29194087	29197779	10	226852
1	29213603	29446558	5	159023
1	29308790	29309120	7	225616
1	29445940	29450447	5	253304
1	29471006	29473506	10	225750
1	29474255	29508499	5	116350
1	29519385	29557454	5	116353
1	29563028	29653325	5	60656
1	29580054	29580195	9	221550
1	29656132	29676626	10	230523
1	29758993	29759074	9	266678
1	29814705	29823405	0	225011
1	30117392	30117525	9	221126
1	30181698	30182394	10	228176
1	30228022	30263444	10	284676
1	30357749	30357852	9	222787
1	30377712	30378204	7	270927
1	30486799	30510459	10	233399
1	30613110	30614454	10	233372
1	30699370	30699462	7	231251
1	30882407	30884485	10	236335
1	30888672	30893955	10	231949
1	31184124	31196434	5	162510
1	31205316	31230667	5	162511
1	31212003	31212079	9	264773
1	31283225	31288400	10	229607
1	31297075	31307278	10	223382
1	31342314	31381608	5	162512
1	31404353	31538838	5	134644
1	31509581	31510087	7	237329
1	31523719	31523881	7	232768
1	31567834	31568405	7	215900
1	31581035	31581470	7	225142
1	31652592	31712401	5	84628
1	31732415	31769629	5	60688
1	31736092	31736528	7	229447
1	31769829	31837800	5	121766
1	31838472	31849697	5	121769
1	31882412	31907527	5	168528
1	31902192	31902614	5	268950
1	31960436	31961777	7	215899
1	31971841	31974167	10	228682
1	32042086	32053287	5	142910
1	32083287	32098119	5	121764
1	32095463	32110497	5	162517
1	32117848	32169920	5	84636
1	32192718	32230494	5	121753
1	32224261	32224336	9	266580
1	32256023	32281652	5	134668
1	32307620	32321169	10	203620
1	32317514	32387442	10	269967
1	32372022	32410457	5	184007
1	32379174	32380745	5	212673
1	32398621	32399576	10	228634
1	32437790	32452635	10	284702
1	32479430	32526451	5	121774
1	32537632	32568467	5	121775
1	32552550	32552608	9	266203
1	32573639	32642169	5	25800
1	32645287	32663886	5	84652
1	32665987	32670988	5	160050
1	32671262	32674288	5	160051
1	32674695	32681797	5	222046
1	32680073	32687960	5	160055
1	32687529	32697205	5	84623
1	32697259	32707221	1	220785
1	32712834	32714457	5	183615
1	32716840	32751766	5	182866
1	32757687	32799236	5	116478
1	32799433	32801980	5	175130
1	32814795	32816264	10	233775
1	32817122	32829913	5	162526
1	32826871	32829879	5	225828
1	32830704	32860332	5	160058
1	32867710	32868716	7	224333
1	32887580	32887920	7	270850
1	32888815	32892390	0	229259
1	32930658	33066393	5	254553
1	32930670	32962287	5	273274
1	33005028	33071540	5	160062
1	33065773	33116504	5	176261
1	33116743	33151812	5	162521
1	33145961	33169197	5	162520
1	33207486	33240571	5	162522
1	33240838	33283754	5	134684
1	33282368	33324480	5	116497
1	33327869	33338083	5	160097
1	33351595	33364042	5	121905
1	33360195	33367039	5	121900
1	33391895	33392000	9	221423
1	33402046	33430286	5	116514
1	33439268	33439642	5	267885
1	33445548	33446073	7	217644
1	33452553	33453834	0	239670
1	33473541	33546597	5	4455
1	33546705	33586131	5	142920
1	33611003	33647660	5	116525
1	33660389	33665954	10	284721
1	33722146	33766320	5	160094
1	33726813	33727281	10	270115
1	33772367	33786699	5	184389
1	33789224	33896653	5	134686
1	33797994	33798093	9	266239
1	33907626	33907712	9	221225
1	33938246	33962107	5	121903
1	33977608	33978343	7	235907
1	33979599	34631443	5	121904
1	34304124	34305741	7	227000
1	34326076	34330392	5	176256
1	34632484	34684732	5	142698
1	34641467	34641550	9	221053
1	34742460	34742893	7	270241
1	35135200	35135295	9	207941
1	35178338	35325417	5	163866
1	35220648	35224113	5	189280
1	35225342	35229325	5	189433
1	35244162	35244245	9	216162
1	35246790	35251970	5	188910
1	35258599	35261348	5	187513
1	35331037	35395186	5	116544
1	35447134	35497342	5	271741
1	35447136	35450954	5	243749
1	35451766	35497569	5	163867
1	35519069	35524872	7	233940
1	35525387	35581460	5	197056
1	35587623	35588085	7	228348
1	35607116	35612036	10	284640
1	35641979	35658749	5	116560
1	35734568	35887659	5	146463
1	35816323	35817208	7	229994
1	35899091	36023551	5	142687
1	35975343	35977039	7	236274
1	36023074	36032875	5	20129
1	36038971	36060929	5	116819
1	36065145	36107445	5	126067
1	36179476	36185073	5	142686
1	36185819	36235568	5	92853
1	36273773	36323491	5	134698
1	36335409	36396129	5	92847
1	36338871	36339353	7	271164
1	36395321	36395716	10	271914
1	36396319	36538101	5	126070
1	36545667	36549627	2	232862
1	36549676	36553876	5	92850
1	36554476	36559533	5	116863
1	36560837	36590821	5	171812
1	36602171	36621654	5	54116
1	36621180	36646450	5	116871
1	36690017	36770958	5	54118
1	36707499	36707757	7	231849
1	36771988	36790487	5	214193
1	36787632	36789755	5	142694
1	36805225	36851497	5	196182
1	36856839	36863493	5	181817
1	36881428	36916052	5	116885
1	36921319	36930038	5	116898
1	36931644	36948879	5	119535
1	37095936	37096458	7	230214
1	37169554	37176183	10	284705
1	37233723	37235326	10	284720
1	37261128	37499730	5	163873
1	37599090	37601747	10	284650
1	37627164	37627235	9	264698
1	37728340	37790701	10	223944
1	37796453	37796597	7	230451
1	37940153	37949980	5	163874
1	37958176	37980375	5	163875
1	37966536	37966595	9	263675
1	38000050	38019945	5	163877
1	38010364	38010895	7	232273
1	38021848	38022100	7	237749
1	38022520	38032458	5	163879
1	38032417	38061536	5	134697
1	38076951	38100595	5	169218
1	38147242	38157921	5	116922
1	38158090	38175391	5	134690
1	38179552	38230805	5	183317
1	38242342	38245090	7	214141
1	38248129	38248557	7	227416
1	38259474	38266809	5	185090
1	38268616	38273857	5	196449
1	38272651	38275126	5	197982
